案件編號,標題,地址,房型,坡數,樓層,租金,押金,捷運站,聯絡人,截圖檔名,頁碼,座標,執行日期,年週
20541173,大套房、景安捷運5分鐘/有二戶不適社宅,中和區景新街105號,,22,7F/7F,22000,,景安站 578公尺,屋主:許先生,591_20541173.png,1,"24°59'56""N 121°30'24""E",2026-01-18,2603
20503999,環球購物中心旁交通便利設備全可短租,中和區中山路三段114巷27號,,8,2F/5F,11000,,民富郵局[新巴士]站 146公尺,屋主:陳先生,591_20503999.png,1,"25°0'30""N 121°28'35""E",2026-01-18,2603
20415808,永安捷運站30秒四號公園圖書館1分鐘,中和區中和路,,9,5F/12F,17000,,永安市場站 40公尺,屋主:陳小姐,591_20415808.png,1,"25°0'7""N 121°30'39""E",2026-01-18,2603
20399492,近永安捷運⭐誠可議，可短租（年後），中英雙語超優質共生宅套房,中和區中山路二段,,7,14F/14F,16500,,中山路口站 534公尺,代理人:游先生,591_20399492.png,1,"25°0'19""N 121°30'16""E",2026-01-18,2603
20432364,✅【可請租金補助】永安捷運旁/電梯/陽台/落地窗、中和路,中和區宜安路171號,,9,9F/12F,16000,,永安市場站 440公尺,代理人:許小姐,591_20432364.png,1,"24°59'58""N 121°30'30""E",2026-01-18,2603
20524339,獨家🔥近景安站✦電梯大樓✦獨立陽台✦可補助✦垃圾代收,中和區景平路626巷2號,,8.8,2F/7F,12999,,景安站 643公尺,仲介:趙先生,591_20524339.png,1,"24°59'55""N 121°30'5""E",2026-01-18,2603
20496181,〈年前優惠〉中和站/電梯套房/獨洗/獨立陽台/廚房可開伙,中和區景平路788號,,8,12F/12F,14000,,中和站 432公尺,仲介:林先生,591_20496181.png,1,"25°0'22""N 121°29'45""E",2026-01-18,2603
20537951,獨家🔥近景安站✦採光大空間✦獨立洗✦垃圾代收✦可貓✦可補助,中和區景平路626巷,,8.8,2F/7F,15999,,南勢角站 428公尺,仲介:趙先生,591_20537951.png,1,"24°59'38""N 121°30'37""E",2026-01-18,2603
20525620,💯環球購物中心旁✨電梯套房❗️可報稅入籍.長約優惠首月半價,中和區中山路三段114巷,,10.4,5F/5F,21500,,環球購物中心站 132公尺,仲介:林小姐,591_20525620.png,1,"25°0'25""N 121°28'29""E",2026-01-18,2603
20459312,免佣）近捷運中原【超值租案】獨洗衣機★大空間★採光優,中和區新民街,,7,3F/4F,8800,,中原站 404公尺,仲介:薛小姐,591_20459312.png,1,"25°0'28""N 121°28'49""E",2026-01-18,2603
20496771,✨橋和站💯電梯優質房💎報稅入籍🧸可貓❗可短租❗首月半價,中和區中山路三段114巷,,10.38,5F/5F,21500,,民富郵局[新巴士]站 116公尺,仲介:王小姐,591_20496771.png,1,"25°0'28""N 121°28'32""E",2026-01-18,2603
20513181,🐱寵物友善🌞陽台🚇永安市場站👮‍♀️保全管理,中和區中安街,,8,6F/14F,29000,,永安市場站 152公尺,仲介:楊小姐,591_20513181.png,1,"25°0'9""N 121°30'45""E",2026-01-18,2603
20441444,🔥中山路🏡電梯採光套房✅報稅租補不限制😸貓💥首月半價,中和區中山路三段,1房,10.38,5F/5F,21500,,民富郵局[新巴士]站 46公尺,仲介:許小姐,591_20441444.png,1,"25°0'25""N 121°28'38""E",2026-01-18,2603
20468443,秀朗橋捷運站優質套房✨水泥隔間✨租金含電,中和區成功路,,6,,9800,,秀朗橋站 131公尺,仲介:張先生,591_20468443.png,1,"24°59'28""N 121°31'33""E",2026-01-18,2603
20529163,💛橋和站💯電梯｜網路｜垃圾代收｜報稅入籍｜貓｜浴缸｜採光,中和區中山路三段114巷,,10.38,5F/5F,22000,,民富郵局[新巴士]站 165公尺,仲介:楊小姐,591_20529163.png,1,"25°0'25""N 121°28'30""E",2026-01-18,2603
20435897,租補♥️景安電梯套房♥️可寵♥️垃圾代收,中和區景平路,,6,2F/14F,13500,兩個月,南勢角站 282公尺,仲介:租管劉先生,591_20435897.png,1,"24°59'33""N 121°30'31""E",2026-01-18,2603
20440808,🌟中和站電梯美套🏆LuLu,中和區中山路二段332巷,,8,12F/14F,15200,,中山路口站 370公尺,仲介:陳芊伃,591_20440808.png,1,"25°0'22""N 121°30'21""E",2026-01-18,2603
20533149,🍎近比漾廣場/可貓/美食機能佳/享全新裝潢/電梯大樓,中和區中山路二段,,10,12F/13F,21000,,佳和公園站 104公尺,仲介:黃先生,591_20533149.png,1,"25°0'15""N 121°30'14""E",2026-01-18,2603
20369278,「星鴻」一卡皮箱可入住，可申請補助，入戶籍,中和區景平路59號,,10.2,16F/22F,17000,,秀朗橋站 444公尺,仲介:梅先生,591_20369278.png,1,"24°59'27""N 121°31'14""E",2026-01-18,2603
20369520,車位出租，鄰近四號公園。(另有套房出租),中和區安平路178號,,9.53,1F/7F,4000,,永安市場站 404公尺,代理人:羅先生,591_20369520.png,1,"25°0'2""N 121°30'52""E",2026-01-18,2603
20496364,可養寵✅永安市場站🏡質感大樓✅精緻電梯套房🏡生活機能超好,中和區中安街,,15.7,6F/14F,28999,,永安市場站 169公尺,仲介:邱小姐,591_20496364.png,1,"25°0'3""N 121°30'40""E",2026-01-18,2603
20454803,景新街全新小豪宅、新傢俱，南勢角站5分鐘,中和區景新街,,12,5F/7F,27000,,南勢角站 198公尺,屋主:廖小姐,591_20454803.png,1,"24°59'26""N 121°30'40""E",2026-01-18,2603
20429059,捷運南勢角站新屋（暫停刊登）,中和區和平街68號,,11.2,8F/12F,25000,,南勢角站 255公尺,屋主:謝先生,591_20429059.png,1,"24°59'25""N 121°30'24""E",2026-01-18,2603
20515612,中和路泰和街中山路路口～生活機能佳,中和區中和路59號,,10,7F/10F,14500,,中和站 529公尺,代理人:吳先生,591_20515612.png,1,"25°0'7""N 121°30'4""E",2026-01-18,2603
20490061,🌟中和捷運站🌟挑高精品套房,中和區中山路二段,,17,7F/13F,25000,,中和站 556公尺,屋主:湯女士,591_20490061.png,1,"25°0'11""N 121°30'5""E",2026-01-18,2603
20526448,秀朗橋站/貓咪友善/獨立洗衣機/垃圾代收/新裝潢,中和區景平路,,5,2F/12F,18499,,秀朗橋站 100公尺,仲介:黃先生,591_20526448.png,1,"24°59'28""N 121°31'29""E",2026-01-18,2603
20533206,🍎採光舒適套房/電梯/近比漾廣場/24小時管理員安全無虞,中和區中山路二段,,10,12F/13F,21000,,佳和公園站 104公尺,仲介:黃先生,591_20533206.png,1,"25°0'15""N 121°30'14""E",2026-01-18,2603
20369516,四號公園1+1住宅出租-全新完工,中和區安平路178號,,13.93,4F/7F,33800,,,代理人:羅先生,591_20369516.png,1,"0°0'0""N 0°0'0""E",2026-01-18,2603
20386723,★雙捷運景安共構★工作室★大套房,中和區景平路488號,2房,21.53,15F/19F,29500,,景安站 15公尺,屋主:費小姐,591_20386723.png,1,"24°59'37""N 121°30'17""E",2026-01-18,2603
20537066,秀朗橋站3房2衛‧可補助稅籍‧寵物可談‧近新裝潢‧獨立雙陽台,中和區秀朗路三段70巷,3房,32,2F/7F,45000,,秀朗橋站 375公尺,仲介:王小姐,591_20537066.png,1,"24°59'37""N 121°31'32""E",2026-01-18,2603
20533196,🍎採光舒適套房/電梯/近比漾廣場/24小時管理員安全無虞,中和區中山路二段,,10,11F/13F,22500,,佳和公園站 104公尺,仲介:黃先生,591_20533196.png,3,"25°0'15""N 121°30'14""E",2026-01-18,2603
20503831,🎀可租補/🎀電梯優質套房/騎車8分鐘到捷運站,中和區華順街135巷,1房,6,8F/9F,13000,,壽德里活動中心[新巴士]站 75公尺,仲介:黃小姐,591_20503831.png,3,"24°59'43""N 121°27'55""E",2026-01-18,2603
20504672,中和站套房‧可補助‧貓咪友善‧保全管理‧垃圾代收,中和區景平路,,5,4F/12F,10999,,中和站 137公尺,仲介:王小姐,591_20504672.png,3,"25°0'13""N 121°29'46""E",2026-01-18,2603
20485745,降價🔥四季紐約邊間電梯大套房🏆太平洋小嫺,中和區中山路三段136巷,,16.8,14F/14F,22000,,環球購物中心站 71公尺,仲介:陳小姐,591_20485745.png,3,"25°0'22""N 121°28'22""E",2026-01-18,2603
20515084,冠德高樓河景2房（勿養寵物）,中和區福祥路,,14,11F/21F,24000,,中和站 540公尺,屋主:李女士,591_20515084.png,3,"25°0'19""N 121°30'1""E",2026-01-18,2603
20518631,中和站🚊挑高3米6⭐️獨洗曬⛅️垃圾代收🗑️乾濕分離,中和區中山路二段,,20.67,5F/12F,25000,,中和站 91公尺,仲介:陳小姐,591_20518631.png,3,"25°0'6""N 121°29'42""E",2026-01-18,2603
20511123,中和站🚝挑高3米6😎獨洗曬☀️垃圾代收乾濕分離⚡️,中和區中山路二段,,20.67,5F/12F,25000,,中和站 8公尺,仲介:李先生,591_20511123.png,3,"25°0'9""N 121°29'45""E",2026-01-18,2603
20497889,🏠中和🌟1+1房大空間🌟乾濕分離🌟可開伙🌟垃圾代收,中和區中山路二段,,20.67,5F/12F,25000,,中和站 59公尺,仲介:高先生,591_20497889.png,3,"25°0'8""N 121°29'42""E",2026-01-18,2603
20484944,景安🏠獨立門牌台水電❤️變頻冷氣洗脫烘✅包裹垃圾代收,中和區景平路,2房,16.75,18F/19F,24000,,景安站 15公尺,仲介:周先生,591_20484944.png,3,"24°59'37""N 121°30'17""E",2026-01-18,2603
20502945,🏡永安市場站/全新裝潢套房/獨立陽台/可寵,中和區中安街,,15.7,6F/14F,29000,,永安市場站 149公尺,仲介:黃先生,591_20502945.png,3,"25°0'4""N 121°30'40""E",2026-01-18,2603
20512606,短租，酒店式公寓景安捷運站就在樓下,中和區景平路488號,,13,12F/19F,35000,,景安站 15公尺,屋主:朱小姐,591_20512606.png,3,"24°59'37""N 121°30'17""E",2026-01-18,2603
20364552,*可租補*有廚房/浴缸精美套房,中和區華新街109巷,,10.04,13F/14F,16000,,臺科大華夏校區站 289公尺,仲介:施小姐,591_20364552.png,3,"24°58'49""N 121°30'35""E",2026-01-18,2603
20426228,中和站獨立門牌免爬樓有管理員垃圾處理,中和區中和路,,10,1F/10F,15000,,永安市場站 582公尺,代理人:李小姐,591_20426228.png,3,"25°0'3""N 121°30'20""E",2026-01-18,2603
20416091,景安🚄24H管理包裹垃圾✅變頻冷氣室內車位🛵洗脫烘採光好,中和區景平路,2房,16.75,18F/19F,24000,,景安站 34公尺,仲介:呂先生,591_20416091.png,3,"24°59'38""N 121°30'16""E",2026-01-18,2603
20518428,中和🚄屋內挑高收納多🌟獨洗曬可開伙💦衛浴抽風垃圾代收,中和區中山路二段,,20.67,5F/12F,25000,,中和站 107公尺,仲介:呂先生,591_20518428.png,3,"25°0'11""N 121°29'48""E",2026-01-18,2603
20491905,近環球購物中心，電梯精品套房,中和區員山路581巷31弄1號,,7,5F/5F,10500,,員富里[新巴士]站 152公尺,仲介:值班人員,591_20491905.png,3,"25°0'35""N 121°28'36""E",2026-01-18,2603
20516195,『再晚就沒了✮四季邊間超大空間』GoodMan,中和區中山路三段136巷,,16.79,14F/15F,22000,,環球購物中心站 71公尺,仲介:柯先生,591_20516195.png,3,"25°0'22""N 121°28'22""E",2026-01-18,2603
20494109,中和捷運電梯套房,中和區中山路二段,,9.5,2F/10F,12300,,中和站 247公尺,代理人:黃先生,591_20494109.png,3,"25°0'13""N 121°29'37""E",2026-01-18,2603
20515767,社會住宅-近景安捷運電梯套房,中和區中正路62號,,16.21,8F/10F,20000,,捷運景安站 653公尺,仲介:陳先生,591_20515767.png,3,"24°59'29""N 121°29'54""E",2026-01-18,2603
20196901,🌟可租補🌟電梯套房🌟黃金學區,中和區華順街135巷,1房,6.38,3F/9F,13500,,壽德里活動中心[新巴士]站 78公尺,仲介:石小姐,591_20196901.png,3,"24°59'43""N 121°27'55""E",2026-01-18,2603
20537817,中和站/電梯/可開伙/寵物可/免仲費/獨立陽台與廚房可使用,中和區建康路59號,,36,5F/9F,12800,,平河里站 134公尺,屋主:曾先生,591_20537817.png,3,"25°0'0""N 121°29'11""E",2026-01-18,2603
20396105,🎀四季紐約🗽邊間採光獨立大套房✨電梯大樓🎀,中和區中山路三段136巷,,16.79,14F/15F,22000,,環球購物中心站 71公尺,仲介:黃小姐,591_20396105.png,3,"25°0'22""N 121°28'22""E",2026-01-18,2603
20523294,🎀四季紐約🗽邊間採光獨立大套房✨電梯大樓🎀,中和區中山路三段136巷,,16.79,14F/15F,22000,,環球購物中心站 71公尺,仲介:黃小姐,591_20523294.png,3,"25°0'22""N 121°28'22""E",2026-01-18,2603
20466165,捷運景安站、小資首選、有電梯、垃圾代收、機能好,中和區板南路,,5,,8000,兩個月,景安站 17公尺,仲介:專員劉先生,591_20466165.png,3,"24°59'35""N 121°30'17""E",2026-01-18,2603
20395544,租補♥️景安電梯套房♥️垃圾代收♥️獨立陽台,中和區板南路,,8,2F/7F,15000,兩個月,景安站 17公尺,仲介:租管劉先生,591_20395544.png,3,"24°59'35""N 121°30'17""E",2026-01-18,2603
20535987,❤️近永安市場站🏵️保全管理🏵️可開伙/寵🏵️採光佳,中和區中安街,,8,6F/14F,29000,,永安市場站 169公尺,仲介:值班小姐,591_20535987.png,3,"25°0'3""N 121°30'40""E",2026-01-18,2603
20418063,✅可補助✅精美採光套房,中和區景平路763號,,9.72,12F/12F,16000,,中和站 298公尺,仲介:蘇先生,591_20418063.png,3,"25°0'18""N 121°29'44""E",2026-01-18,2603
20523893,永安地標5星飯店宅💎｜高樓景觀、傢俱全配~歡迎看屋,中和區中和路,,17.47,12F/21F,25000,,永安市場站 34公尺,代理人:謝小姐,591_20523893.png,3,"25°0'8""N 121°30'39""E",2026-01-18,2603
20497409,景安🚝獨立門牌🏘️採光無限視野/24H管理✅共構宅,中和區景平路,2房,16.75,18F/19F,24000,,捷運景安站 92公尺,仲介:鄭先生,591_20497409.png,3,"24°59'35""N 121°30'14""E",2026-01-18,2603
20511417,中和🚝獨立門牌🏘️台水電/採光佳/包裹垃圾代收✅近捷機能,中和區中山路二段,,14.14,5F/12F,25000,,中和站 91公尺,仲介:鄭先生,591_20511417.png,3,"25°0'6""N 121°29'42""E",2026-01-18,2603
20529300,交通便利~設備齊全~獨立套房~,中和區景平路488號,2房,18,7F/19F,21000,,景安站 15公尺,屋主:張老師,591_20529300.png,4,"24°59'37""N 121°30'17""E",2026-01-18,2603
20448491,062153🍎景平捷運站🍎大套房(後棟-安靜)🍎可租補,中和區景平路,3房,14.77,4F/15F,24000,,景平站 170公尺,仲介:租賃部,591_20448491.png,4,"24°59'32""N 121°31'5""E",2026-01-18,2603
20493400,含管理費可租補/全新變頻冷氣中山路三段/平價美宅,中和區中山路三段136巷,,12.65,5F/15F,17500,,民享街口[新巴士]站 56公尺,屋主:林小姐,591_20493400.png,4,"25°0'18""N 121°28'25""E",2026-01-18,2603
20531859,1+1房大空間👍保全管理👍垃圾代收👍2戶共用大陽台,中和區連城路,,9,4F/13F,19500,,中和高中站 46公尺,仲介:林先生,591_20531859.png,4,"24°59'38""N 121°28'45""E",2026-01-18,2603
20233771,⭐️|獨立套房|四季紐約|鄰近中和環球|室內挑高3米6|⭐️,中和區中山路三段,,8.82,2F/14F,19000,,環球購物中心站 131公尺,仲介:林先生,591_20233771.png,4,"25°0'25""N 121°28'28""E",2026-01-18,2603
20530080,天空之城高樓套房🔥社宅租補/免服務費🔥五泰小陳,中和區景平路,,11.3,11F/34F,23000,,景平站 162公尺,仲介:陳先生,591_20530080.png,4,"24°59'33""N 121°30'54""E",2026-01-18,2603
20516901,捷運中和站🚶2分鐘垃圾袋收✨3米6挑高‼️近好事多大坪數,中和區中山路二段,,20.67,5F/12F,25000,,中和站 59公尺,仲介:陳先生,591_20516901.png,4,"25°0'8""N 121°29'42""E",2026-01-18,2603
20442639,兆基社會住宅🏡中和美麗景安✨秒殺套房🎀,中和區景平路,,7.94,16F/19F,19900,,景安站 15公尺,仲介:林先生,591_20442639.png,4,"24°59'37""N 121°30'17""E",2026-01-18,2603
20450761,月租/環球購物中心/星巴克/,中和區中山路二段,,17,3F/9F,45000,0.5個月，退租清潔費: 3000,中原站 419公尺,仲介:張小姐,591_20450761.png,4,"25°0'17""N 121°29'5""E",2026-01-18,2603
20503279,ER138981南勢角MRT✫視野遼闊採光✫套房,中和區捷運路,,20,18F/19F,28000,,南勢角站 193公尺,仲介:林先生,591_20503279.png,4,"24°59'30""N 121°30'29""E",2026-01-18,2603
20451032,免佣）捷運南勢角【超值採光】獨洗★流理台★垃圾代收,中和區景平路,,7,7F/9F,13800,,南勢角站 365公尺,仲介:薛小姐,591_20451032.png,4,"24°59'35""N 121°30'39""E",2026-01-18,2603
20483731,免佣）近捷運景安【超值租案】大空間★有陽台★女性首選,中和區景新街,,9,8F/8F,13999,,南山高中站 34公尺,仲介:薛小姐,591_20483731.png,4,"24°59'59""N 121°30'21""E",2026-01-18,2603
20393875,捷運秀朗橋5分【優質租案】有電梯★警衛管理★垃圾代收,中和區成功路,3房,5,10F/16F,20000,,秀朗橋站 423公尺,仲介:鄭先生,591_20393875.png,4,"24°59'38""N 121°31'35""E",2026-01-18,2603
20411087,捷運景安1分【秒殺獨戶】小廚房★警衛管理★大面採光,中和區景平路,,16.75,18F/19F,24000,,景安站 45公尺,仲介:鄭先生,591_20411087.png,4,"24°59'37""N 121°30'19""E",2026-01-18,2603
20498877,捷運南勢角【超值採光】洗衣機★流理台★垃圾代收,中和區景平路,,7,7F/9F,13800,,南勢角站 365公尺,仲介:張先生,591_20498877.png,4,"24°59'35""N 121°30'39""E",2026-01-18,2603
20483670,近捷運景安【超值租案】大空間★有陽台★女性首選,中和區景新街,,9,8F/8F,13999,,南山高中站 34公尺,仲介:鄭先生,591_20483670.png,4,"24°59'59""N 121°30'21""E",2026-01-18,2603
20503594,近捷運中原【超值租案】獨洗★大空間★採光優,中和區新民街,,7,3F/4F,8800,,中原站 404公尺,仲介:陳先生,591_20503594.png,4,"25°0'28""N 121°28'49""E",2026-01-18,2603
20527491,大來商務套房環境優美24H管理,中和區建八路,,15,7F/12F,18000,,建一路站 73公尺,代理人:吳先生,591_20527491.png,4,"24°59'55""N 121°29'19""E",2026-01-18,2603
20520361,中和站步行2分鐘🗑️垃圾代收☁️3米6高夾層/烘碗機微波爐,中和區中山路二段,,20.67,5F/12F,25000,,中和站 59公尺,仲介:卓先生,591_20520361.png,4,"25°0'8""N 121°29'42""E",2026-01-18,2603
20445377,租金含水電瓦斯☀️南勢角站☀️電梯套房管理員垃圾代收,中和區捷運路,,8,,9000,,南勢角站 248公尺,仲介:杜小姐,591_20445377.png,4,"24°59'27""N 121°30'24""E",2026-01-18,2603
20497674,可寵電梯獨立陽台套房☀️管理員垃圾代收☀️台水電,中和區中安街,,15.7,6F/14F,28999,,永安市場站 165公尺,仲介:杜小姐,591_20497674.png,4,"25°0'9""N 121°30'46""E",2026-01-18,2603
20480761,可租補，高樓美景電梯獨立套房,中和區成功路,,13.46,33F/33F,18000,,民富里[新巴士]站 22公尺,代理人:郭女士,591_20480761.png,4,"24°59'53""N 121°31'36""E",2026-01-18,2603
20515557,遠東科技園區/中原站/307/64快/二高/電梯獨洗景觀房,中和區新生街,,6,5F/12F,13000,,中原站 412公尺,屋主:葉小姐,591_20515557.png,4,"25°0'17""N 121°28'60""E",2026-01-18,2603
20410499,台大公館，台電收費，電梯套房,中和區景平路,,10,12F/12F,15000,,秀朗橋站 137公尺,屋主:陳小姐,591_20410499.png,4,"24°59'25""N 121°31'25""E",2026-01-18,2603
20406780,🍎四季紐約🍎~⭐中和環球⭐~社區管理獨立套房~含管理費,中和區中山路三段136巷,,8.75,9F/14F,19000,,板橋監理站 87公尺,仲介:張小姐,591_20406780.png,4,"25°0'18""N 121°28'35""E",2026-01-18,2603
20394923,四季紐約獨立套房,中和區中山路三段136巷,,11.1,6F/22F,16000,,環球購物中心站 39公尺,仲介:陳小姐,591_20394923.png,4,"25°0'24""N 121°28'25""E",2026-01-18,2603
20490975,四季紐約套房~24H管理~公設多,中和區中山路三段136巷,,11.1,6F/15F,17000,,環球購物中心站 39公尺,仲介:莊先生,591_20490975.png,4,"25°0'24""N 121°28'25""E",2026-01-18,2603
20490375,綠INN社區，永安市場捷運一分鐘，面公園圖書館第一排,中和區中安街90號,,15.7,6F/14F,29000,,永安市場站 169公尺,屋主:蔡先生,591_20490375.png,4,"25°0'3""N 121°30'40""E",2026-01-18,2603
15423390,"飯店式管理-可周租,月租,近錦和高中/雙和醫院",中和區和城路一段,,7,2F/3F,23400,,瓏山林台北中和飯店站 192公尺,屋主:游先生,591_15423390.png,4,"24°59'38""N 121°29'4""E",2026-01-18,2603
20492823,🚇永安市場🐶可寵👮保全管理🍎陽台❤️豪華電梯獨套,中和區中安街,,8,6F/14F,29000,,永安市場站 168公尺,仲介:張先生,591_20492823.png,4,"25°0'9""N 121°30'46""E",2026-01-18,2603
